timestamp,fps,ear_left,ear_right,ear_average,mar,perclos,yaw,pitch,roll,gaze_direction,driver_state
1788114200.726,20,0.434,0.229,0.332,0.008,0.000,37.3,162.6,-172.9,UNKNOWN,UNKNOWN
1788114200.761,28,0.409,0.239,0.324,0.009,0.000,36.4,161.9,-173.0,UNKNOWN,UNKNOWN
1788114200.791,34,0.420,0.236,0.328,0.007,0.000,36.5,162.4,-173.0,UNKNOWN,UNKNOWN
1788114200.824,29,0.418,0.231,0.325,0.006,0.000,36.2,162.7,-173.1,UNKNOWN,UNKNOWN
1788114200.853,34,0.410,0.240,0.325,0.005,0.000,36.4,161.4,-172.7,UNKNOWN,UNKNOWN
1788114200.888,29,0.403,0.236,0.320,0.006,0.000,35.7,161.5,-172.8,UNKNOWN,UNKNOWN
1788114200.920,32,0.398,0.240,0.319,0.009,0.000,62.4,139.4,-171.8,UNKNOWN,UNKNOWN
1788114200.949,31,0.388,0.237,0.312,0.007,0.000,34.0,163.1,-173.6,UNKNOWN,UNKNOWN
1788114200.982,32,0.376,0.233,0.305,0.007,0.000,38.6,163.8,4.9,UNKNOWN,UNKNOWN
1788114201.013,31,0.371,0.196,0.283,0.004,0.000,32.3,163.8,-174.2,UNKNOWN,UNKNOWN
1788114201.049,28,0.333,0.201,0.267,0.001,0.000,31.1,164.6,-174.3,UNKNOWN,UNKNOWN
1788114201.094,22,0.344,0.205,0.274,0.002,0.000,27.8,164.3,-174.6,UNKNOWN,UNKNOWN
1788114201.125,31,0.297,0.214,0.255,0.002,0.000,24.4,163.9,-175.1,UNKNOWN,UNKNOWN
1788114201.154,32,0.282,0.222,0.252,0.003,0.000,21.8,162.3,-175.6,UNKNOWN,UNKNOWN
1788114201.187,30,0.271,0.227,0.249,0.005,0.000,26.8,162.0,3.3,UNKNOWN,UNKNOWN
1788114201.219,30,0.256,0.227,0.242,0.002,0.000,26.1,159.9,3.3,UNKNOWN,UNKNOWN
1788114201.255,29,0.262,0.228,0.245,0.002,0.000,25.3,159.4,3.4,UNKNOWN,UNKNOWN
1788114201.287,30,0.261,0.217,0.239,0.003,0.000,24.2,160.2,3.2,UNKNOWN,UNKNOWN
1788114201.316,34,0.254,0.230,0.242,0.004,0.000,22.7,159.8,2.9,UNKNOWN,UNKNOWN
1788114201.348,33,0.251,0.224,0.238,0.004,0.000,21.8,159.1,2.8,UNKNOWN,UNKNOWN
1788114201.382,31,0.238,0.229,0.233,0.001,0.000,20.8,158.1,2.4,UNKNOWN,UNKNOWN
1788114201.413,29,0.242,0.239,0.240,0.003,0.000,21.7,160.3,1.5,UNKNOWN,UNKNOWN
1788114201.463,20,0.236,0.235,0.235,0.002,0.000,20.5,159.6,1.3,UNKNOWN,UNKNOWN
1788114201.494,32,0.237,0.224,0.231,0.003,0.000,20.4,160.9,1.1,UNKNOWN,UNKNOWN
1788114201.523,32,0.242,0.225,0.233,0.004,0.000,19.9,161.2,0.5,UNKNOWN,UNKNOWN
1788114201.554,33,0.245,0.233,0.239,0.003,0.000,18.9,159.9,0.2,UNKNOWN,UNKNOWN
1788114201.585,30,0.254,0.243,0.249,0.004,0.000,18.4,160.4,-0.1,UNKNOWN,UNKNOWN
1788114201.619,31,0.244,0.246,0.245,0.003,0.000,17.9,160.4,-0.3,UNKNOWN,UNKNOWN
1788114201.650,29,0.230,0.237,0.233,0.002,0.000,17.9,160.9,-0.8,UNKNOWN,UNKNOWN
1788114201.685,31,0.240,0.210,0.225,0.001,0.000,16.5,160.7,-1.2,UNKNOWN,UNKNOWN
1788114201.716,30,0.188,0.173,0.181,0.004,0.000,17.0,162.5,-1.3,UNKNOWN,UNKNOWN
1788114201.748,30,0.122,0.091,0.107,0.002,0.000,16.0,162.8,-1.1,UNKNOWN,UNKNOWN
1788114201.781,32,0.131,0.132,0.131,0.004,0.000,15.5,163.3,-1.6,UNKNOWN,UNKNOWN
1788114201.828,21,0.152,0.164,0.158,0.003,0.000,15.0,163.1,-2.0,UNKNOWN,UNKNOWN
1788114201.861,30,0.179,0.181,0.180,0.004,0.000,15.3,164.4,-2.1,UNKNOWN,UNKNOWN
1788114201.893,31,0.205,0.196,0.201,0.003,0.000,14.2,164.3,-2.2,UNKNOWN,UNKNOWN
1788114201.923,32,0.211,0.192,0.201,0.004,0.000,14.4,164.3,-1.9,UNKNOWN,UNKNOWN
1788114201.957,29,0.215,0.203,0.209,0.003,0.000,14.2,163.5,-1.9,UNKNOWN,UNKNOWN
1788114201.987,32,0.216,0.207,0.212,0.003,0.000,14.6,163.6,-1.7,UNKNOWN,UNKNOWN
1788114202.019,30,0.207,0.210,0.208,0.004,0.000,14.9,164.7,-1.9,UNKNOWN,UNKNOWN
1788114202.053,30,0.214,0.209,0.212,0.003,0.000,14.5,163.5,-1.8,UNKNOWN,UNKNOWN
1788114202.084,32,0.211,0.209,0.210,0.002,0.000,14.6,163.3,-1.8,UNKNOWN,UNKNOWN
1788114202.115,30,0.219,0.207,0.213,0.004,0.000,14.4,163.5,-1.8,UNKNOWN,UNKNOWN
1788114202.146,31,0.226,0.211,0.218,0.004,0.000,14.4,163.8,-1.7,UNKNOWN,UNKNOWN
1788114202.194,21,0.230,0.213,0.222,0.005,0.000,13.8,163.7,-1.7,UNKNOWN,UNKNOWN
1788114202.227,32,0.227,0.214,0.221,0.005,0.000,14.2,164.6,-1.6,UNKNOWN,UNKNOWN
1788114202.260,29,0.237,0.212,0.224,0.004,0.000,13.2,164.3,-1.7,UNKNOWN,UNKNOWN
1788114202.292,32,0.229,0.218,0.223,0.002,0.000,13.7,164.0,-1.7,UNKNOWN,UNKNOWN
1788114202.326,28,0.231,0.213,0.222,0.003,0.000,13.6,164.4,-1.8,UNKNOWN,UNKNOWN
1788114202.356,33,0.231,0.214,0.223,0.004,0.000,13.5,164.4,-1.8,UNKNOWN,UNKNOWN
1788114202.388,29,0.231,0.218,0.225,0.005,0.000,13.3,164.2,-1.7,UNKNOWN,UNKNOWN
1788114202.409,46,0.231,0.214,0.222,0.004,0.000,13.6,164.2,-1.6,UNKNOWN,UNKNOWN
1788114202.450,23,0.218,0.215,0.217,0.005,0.000,13.7,165.2,-2.2,UNKNOWN,UNKNOWN
1788114202.483,31,0.232,0.220,0.226,0.002,0.000,14.0,164.5,-2.1,UNKNOWN,UNKNOWN
1788114202.532,19,0.220,0.211,0.216,0.004,0.000,13.7,165.8,-2.1,UNKNOWN,UNKNOWN
1788114202.564,34,0.225,0.208,0.217,0.005,0.000,14.0,167.3,-2.3,UNKNOWN,UNKNOWN
1788114202.596,27,0.224,0.208,0.216,0.004,0.000,13.0,167.3,-2.5,UNKNOWN,UNKNOWN
1788114202.628,33,0.227,0.205,0.216,0.004,0.000,13.4,168.4,-2.6,UNKNOWN,UNKNOWN
1788114202.661,29,0.234,0.213,0.223,0.006,0.000,12.8,168.0,-2.8,UNKNOWN,UNKNOWN
1788114202.695,31,0.227,0.209,0.218,0.006,0.000,13.2,169.0,-2.7,UNKNOWN,UNKNOWN
1788114202.731,29,0.230,0.211,0.221,0.005,0.000,13.2,168.9,-2.7,UNKNOWN,UNKNOWN
1788114202.760,31,0.219,0.216,0.217,0.005,0.000,12.9,168.3,-2.7,UNKNOWN,UNKNOWN
1788114202.788,39,0.222,0.215,0.218,0.005,0.000,12.9,168.5,-2.7,UNKNOWN,UNKNOWN
1788114202.812,37,0.226,0.215,0.220,0.005,0.000,12.8,168.6,-2.6,UNKNOWN,UNKNOWN
1788114202.853,25,0.234,0.208,0.221,0.006,0.000,12.7,169.1,-2.7,UNKNOWN,UNKNOWN
1788114202.899,20,0.239,0.213,0.226,0.005,0.000,12.7,168.7,-2.8,UNKNOWN,UNKNOWN
1788114202.929,32,0.241,0.209,0.225,0.004,0.000,12.8,169.4,-2.8,UNKNOWN,UNKNOWN
1788114202.965,29,0.236,0.212,0.224,0.004,0.000,12.7,169.0,-2.7,UNKNOWN,UNKNOWN
1788114202.995,31,0.232,0.207,0.219,0.005,0.000,12.3,168.3,-2.8,UNKNOWN,UNKNOWN
1788114203.026,32,0.238,0.217,0.227,0.004,0.000,12.5,169.0,-2.9,UNKNOWN,UNKNOWN
1788114203.061,29,0.236,0.216,0.226,0.004,0.000,12.8,167.0,-2.9,UNKNOWN,UNKNOWN
1788114203.092,32,0.227,0.217,0.222,0.004,0.000,12.9,166.3,-2.9,UNKNOWN,UNKNOWN
1788114203.125,29,0.234,0.224,0.229,0.002,0.000,13.3,167.0,-3.0,UNKNOWN,UNKNOWN
1788114203.146,47,0.231,0.226,0.229,0.002,0.000,13.4,166.4,-2.9,UNKNOWN,UNKNOWN
1788114203.165,48,0.245,0.223,0.234,0.005,0.000,13.5,167.1,-2.9,UNKNOWN,UNKNOWN
1788114203.188,47,0.235,0.220,0.228,0.003,0.000,13.1,167.6,-3.1,UNKNOWN,UNKNOWN
1788114203.269,12,0.237,0.231,0.234,0.005,0.000,13.2,168.1,-3.1,UNKNOWN,UNKNOWN
1788114203.299,31,0.241,0.226,0.233,0.003,0.000,13.3,167.8,-3.2,UNKNOWN,UNKNOWN
1788114203.330,32,0.238,0.225,0.232,0.003,0.020,13.3,167.6,-3.3,UNKNOWN,ALERT
1788114203.363,30,0.230,0.224,0.227,0.003,0.020,13.9,167.6,-3.2,UNKNOWN,ALERT
1788114203.396,30,0.237,0.236,0.236,0.004,0.020,13.5,166.8,-3.2,UNKNOWN,ALERT
1788114203.428,31,0.236,0.229,0.232,0.003,0.019,13.7,167.7,-3.5,UNKNOWN,ALERT
1788114203.459,31,0.238,0.226,0.232,0.005,0.019,13.5,168.9,-3.6,UNKNOWN,ALERT
1788114203.492,31,0.241,0.226,0.233,0.005,0.019,13.1,168.9,-3.7,UNKNOWN,ALERT
1788114203.528,28,0.243,0.223,0.233,0.003,0.019,13.3,168.0,-3.5,UNKNOWN,ALERT
1788114203.549,46,0.241,0.228,0.234,0.003,0.019,13.5,168.0,-3.5,UNKNOWN,ALERT
1788114203.568,48,0.226,0.229,0.228,0.004,0.019,14.1,168.2,-3.4,UNKNOWN,ALERT
1788114203.591,50,0.233,0.231,0.232,0.007,0.018,13.5,167.9,-3.4,UNKNOWN,ALERT
1788114203.667,12,0.241,0.217,0.229,0.005,0.018,14.3,167.7,-3.3,UNKNOWN,ALERT
1788114203.696,34,0.230,0.223,0.226,0.004,0.018,14.2,167.2,-3.3,UNKNOWN,ALERT
1788114203.730,29,0.236,0.237,0.237,0.004,0.018,13.6,167.5,-3.5,UNKNOWN,ALERT
1788114203.764,30,0.234,0.224,0.229,0.004,0.018,13.4,168.7,-3.5,UNKNOWN,ALERT
1788114203.796,30,0.239,0.226,0.233,0.004,0.018,14.0,168.7,-3.5,UNKNOWN,ALERT
1788114203.830,30,0.240,0.222,0.231,0.003,0.017,14.0,168.4,-3.5,UNKNOWN,ALERT
1788114203.861,30,0.236,0.232,0.234,0.003,0.017,14.1,167.3,-3.3,UNKNOWN,ALERT
1788114203.882,48,0.238,0.234,0.236,0.003,0.017,13.9,167.5,-3.3,UNKNOWN,ALERT
1788114203.903,50,0.240,0.222,0.231,0.004,0.017,13.7,168.6,-3.6,UNKNOWN,ALERT
1788114203.925,47,0.240,0.215,0.227,0.004,0.017,14.0,169.6,-3.6,UNKNOWN,ALERT
1788114203.957,29,0.237,0.226,0.231,0.004,0.017,13.9,167.9,-3.5,UNKNOWN,ALERT
1788114204.005,21,0.237,0.225,0.231,0.004,0.017,13.8,168.1,-3.5,UNKNOWN,ALERT
1788114204.067,15,0.236,0.227,0.231,0.005,0.016,13.6,168.0,-3.5,UNKNOWN,ALERT
1788114204.098,33,0.246,0.226,0.236,0.006,0.016,13.5,168.5,-3.6,UNKNOWN,ALERT
1788114204.131,31,0.234,0.227,0.231,0.005,0.016,13.8,168.5,-3.6,UNKNOWN,ALERT
1788114204.164,29,0.241,0.227,0.234,0.005,0.016,13.8,168.7,-3.5,UNKNOWN,ALERT
1788114204.196,34,0.234,0.227,0.230,0.005,0.016,13.8,169.4,-3.5,UNKNOWN,ALERT
1788114204.233,25,0.230,0.225,0.227,0.005,0.016,13.6,168.8,-3.5,UNKNOWN,ALERT
1788114204.253,51,0.229,0.226,0.227,0.004,0.016,13.9,168.4,-3.4,UNKNOWN,ALERT
1788114204.278,40,0.235,0.223,0.229,0.005,0.016,13.8,168.6,-3.6,UNKNOWN,ALERT
1788114204.311,30,0.223,0.231,0.227,0.004,0.015,14.2,167.6,-3.5,UNKNOWN,ALERT
1788114204.333,45,0.239,0.224,0.232,0.005,0.015,13.7,169.1,-3.6,UNKNOWN,ALERT
1788114204.372,25,0.207,0.188,0.197,0.005,0.015,13.5,169.7,-4.0,UNKNOWN,ALERT
1788114204.400,32,0.148,0.108,0.128,0.003,0.023,13.6,170.4,-3.8,UNKNOWN,ALERT
1788114204.469,14,0.128,0.068,0.098,0.005,0.030,13.4,170.1,-3.7,UNKNOWN,ALERT
1788114204.500,33,0.163,0.138,0.150,0.003,0.037,13.5,168.5,-4.0,UNKNOWN,ALERT
1788114204.531,32,0.195,0.169,0.182,0.005,0.037,13.2,169.2,-3.9,UNKNOWN,ALERT
1788114204.563,31,0.221,0.193,0.207,0.003,0.036,13.9,167.7,-3.7,UNKNOWN,ALERT
1788114204.594,30,0.229,0.206,0.217,0.004,0.036,13.6,167.9,-3.6,UNKNOWN,ALERT
1788114204.620,43,0.228,0.203,0.216,0.003,0.036,13.5,168.3,-3.6,UNKNOWN,ALERT
1788114204.641,44,0.236,0.218,0.227,0.004,0.036,13.4,169.1,-3.7,UNKNOWN,ALERT
1788114204.666,40,0.235,0.214,0.225,0.005,0.035,13.0,167.7,-3.4,UNKNOWN,ALERT
1788114204.693,35,0.236,0.217,0.226,0.005,0.035,13.4,170.1,-3.7,UNKNOWN,ALERT
1788114204.740,21,0.236,0.219,0.228,0.006,0.035,13.6,169.3,-3.7,UNKNOWN,ALERT
1788114204.771,32,0.236,0.216,0.226,0.005,0.035,13.5,169.3,-3.6,UNKNOWN,ALERT
1788114204.803,31,0.231,0.221,0.226,0.005,0.034,13.5,168.5,-3.5,UNKNOWN,ALERT
1788114204.866,15,0.234,0.226,0.230,0.006,0.034,13.2,168.2,-3.6,UNKNOWN,ALERT
1788114204.898,31,0.224,0.219,0.222,0.006,0.034,13.6,169.8,-3.2,UNKNOWN,ALERT
1788114204.932,32,0.223,0.213,0.218,0.005,0.034,13.3,171.0,-3.4,UNKNOWN,ALERT
1788114204.963,30,0.224,0.208,0.216,0.006,0.034,13.3,170.0,-3.3,UNKNOWN,ALERT
1788114204.992,34,0.224,0.208,0.216,0.006,0.033,13.3,170.0,-3.3,UNKNOWN,ALERT
1788114205.021,33,0.225,0.212,0.219,0.006,0.033,13.8,172.3,-3.4,UNKNOWN,ALERT
1788114205.041,50,0.223,0.207,0.215,0.006,0.033,13.4,170.1,-3.2,UNKNOWN,ALERT
1788114205.070,36,0.231,0.205,0.218,0.006,0.033,13.2,170.4,-3.3,UNKNOWN,ALERT
1788114205.108,25,0.229,0.210,0.220,0.005,0.033,12.9,170.4,-3.4,UNKNOWN,ALERT
1788114205.140,31,0.233,0.202,0.217,0.005,0.033,13.2,169.3,-3.3,UNKNOWN,ALERT
1788114205.171,33,0.229,0.202,0.216,0.004,0.033,12.9,169.5,-3.4,UNKNOWN,ALERT
1788114205.203,28,0.226,0.215,0.221,0.005,0.033,13.1,170.1,-3.6,UNKNOWN,ALERT
1788114205.267,16,0.234,0.211,0.222,0.006,0.033,12.8,171.0,-3.7,UNKNOWN,ALERT
1788114205.302,28,0.233,0.213,0.223,0.006,0.033,13.2,169.6,-3.6,UNKNOWN,ALERT
1788114205.331,33,0.233,0.208,0.220,0.005,0.033,12.9,168.8,-3.6,UNKNOWN,ALERT
1788114205.358,36,0.237,0.206,0.221,0.004,0.033,12.9,169.7,-3.7,UNKNOWN,ALERT
1788114205.391,31,0.226,0.209,0.218,0.006,0.033,12.7,170.8,-3.9,UNKNOWN,ALERT
1788114205.417,40,0.238,0.210,0.224,0.005,0.033,12.3,172.6,-4.1,UNKNOWN,ALERT
1788114205.436,45,0.224,0.208,0.216,0.005,0.033,12.9,170.7,-4.1,UNKNOWN,ALERT
1788114205.476,25,0.218,0.205,0.212,0.006,0.033,11.1,170.0,-4.3,UNKNOWN,ALERT
1788114205.506,36,0.217,0.222,0.220,0.001,0.033,10.2,168.9,-5.0,UNKNOWN,ALERT
1788114205.539,27,0.202,0.220,0.211,0.003,0.033,5.7,174.7,-6.1,UNKNOWN,ALERT
1788114205.573,30,0.200,0.220,0.210,0.001,0.033,2.2,174.4,-7.2,UNKNOWN,ALERT
1788114205.604,34,0.195,0.224,0.209,0.001,0.033,-1.5,175.0,-8.4,UNKNOWN,ALERT
1788114205.666,16,0.197,0.241,0.219,0.001,0.033,25.5,176.4,-169.9,UNKNOWN,ALERT
1788114205.700,26,0.196,0.247,0.221,0.001,0.033,28.6,175.5,-169.7,UNKNOWN,ALERT
1788114205.726,37,0.197,0.241,0.219,0.001,0.033,29.8,174.0,-170.1,UNKNOWN,ALERT
1788114205.750,42,0.203,0.247,0.225,0.001,0.033,30.0,175.7,-169.7,UNKNOWN,ALERT
1788114205.772,48,0.198,0.242,0.220,0.003,0.033,31.5,174.8,-169.3,UNKNOWN,DISTRACTED
1788114205.803,31,0.199,0.244,0.221,0.001,0.033,32.1,175.7,-169.4,UNKNOWN,DISTRACTED
1788114205.843,24,0.204,0.252,0.228,0.001,0.033,33.2,174.9,-169.6,UNKNOWN,DISTRACTED
1788114205.874,32,0.201,0.246,0.223,0.001,0.033,33.4,175.5,-169.6,UNKNOWN,DISTRACTED
1788114205.907,30,0.209,0.259,0.234,0.002,0.033,34.2,176.0,-169.8,UNKNOWN,DISTRACTED
1788114205.939,32,0.209,0.245,0.227,0.001,0.033,34.1,176.2,-170.0,UNKNOWN,DISTRACTED
1788114205.974,29,0.201,0.250,0.225,0.001,0.033,34.8,176.6,-169.9,UNKNOWN,DISTRACTED
1788114206.004,31,0.204,0.263,0.233,0.003,0.033,36.2,177.4,-169.7,UNKNOWN,DISTRACTED
1788114206.070,15,0.198,0.226,0.212,0.001,0.033,37.1,179.9,-169.4,UNKNOWN,DISTRACTED
1788114206.092,47,0.202,0.204,0.203,0.001,0.033,36.9,179.4,-169.8,UNKNOWN,DISTRACTED
1788114206.112,46,0.181,0.249,0.215,0.001,0.033,-38.2,179.4,169.2,UNKNOWN,DISTRACTED
1788114206.131,54,0.165,0.225,0.195,0.002,0.033,-37.5,177.5,168.7,UNKNOWN,DISTRACTED
1788114206.163,29,0.147,0.200,0.174,0.001,0.033,-38.7,177.7,168.8,UNKNOWN,DISTRACTED
1788114206.214,20,0.192,0.256,0.224,0.002,0.033,-39.2,177.8,169.5,UNKNOWN,DISTRACTED
1788114206.243,33,0.182,0.259,0.220,0.004,0.033,-39.4,177.3,169.0,UNKNOWN,DISTRACTED
1788114206.275,29,0.194,0.274,0.234,0.001,0.033,-39.1,177.4,169.4,UNKNOWN,DISTRACTED
1788114206.310,29,0.193,0.280,0.237,0.003,0.033,-39.1,177.2,169.7,UNKNOWN,DISTRACTED
1788114206.339,34,0.192,0.268,0.230,0.002,0.033,-38.6,176.2,169.7,UNKNOWN,DISTRACTED
1788114206.372,30,0.196,0.267,0.232,0.002,0.033,-38.9,178.1,169.7,UNKNOWN,DISTRACTED
1788114206.405,33,0.193,0.294,0.243,0.004,0.033,-38.5,178.1,170.2,UNKNOWN,DISTRACTED
1788114206.438,28,0.203,0.282,0.242,0.003,0.033,-38.5,179.0,170.0,UNKNOWN,DISTRACTED
1788114206.471,31,0.216,0.283,0.250,0.004,0.033,-38.2,178.2,169.6,UNKNOWN,DISTRACTED
1788114206.504,27,0.207,0.278,0.243,0.004,0.033,-38.1,177.9,169.9,UNKNOWN,DISTRACTED
1788114206.532,36,0.198,0.279,0.239,0.004,0.033,-37.9,177.6,169.7,UNKNOWN,DISTRACTED
1788114206.578,21,0.202,0.270,0.236,0.003,0.033,-38.3,178.4,169.9,UNKNOWN,DISTRACTED
1788114206.610,34,0.197,0.272,0.235,0.003,0.033,-38.0,178.3,169.7,UNKNOWN,DISTRACTED
1788114206.644,26,0.200,0.277,0.238,0.004,0.033,-38.5,178.7,169.8,UNKNOWN,DISTRACTED
1788114206.673,34,0.191,0.274,0.233,0.003,0.033,-38.3,179.3,170.0,UNKNOWN,DISTRACTED
1788114206.709,29,0.195,0.275,0.235,0.003,0.033,-38.6,179.4,170.2,UNKNOWN,DISTRACTED
1788114206.740,30,0.192,0.273,0.233,0.004,0.027,-38.5,178.4,169.8,UNKNOWN,DISTRACTED
1788114206.772,32,0.201,0.277,0.239,0.005,0.020,-38.3,179.3,170.1,UNKNOWN,DISTRACTED
1788114206.806,28,0.205,0.286,0.246,0.003,0.020,-37.8,178.0,169.8,UNKNOWN,DISTRACTED
1788114206.834,36,0.209,0.286,0.248,0.005,0.020,-38.3,178.5,170.0,UNKNOWN,DISTRACTED
1788114206.869,28,0.200,0.278,0.239,0.005,0.020,-37.1,178.6,170.0,UNKNOWN,DISTRACTED
1788114206.898,32,0.189,0.265,0.227,0.003,0.020,-36.5,177.9,169.9,UNKNOWN,DISTRACTED
1788114206.948,20,0.157,0.241,0.199,0.001,0.020,-36.0,178.4,170.3,UNKNOWN,DISTRACTED
1788114206.979,33,0.123,0.196,0.159,0.000,0.020,-35.7,178.8,170.3,UNKNOWN,DISTRACTED
1788114207.011,31,0.088,0.168,0.128,0.001,0.027,33.7,179.8,-170.4,UNKNOWN,DISTRACTED
1788114207.044,29,0.165,0.150,0.157,0.004,0.027,31.7,179.5,-170.6,UNKNOWN,DISTRACTED
1788114207.073,33,0.163,0.198,0.181,0.002,0.027,27.7,176.5,-171.6,UNKNOWN,ALERT
1788114207.110,28,0.176,0.220,0.198,0.005,0.027,23.7,176.9,-171.8,UNKNOWN,ALERT
1788114207.138,34,0.204,0.232,0.218,0.002,0.027,-3.3,174.4,-8.0,UNKNOWN,ALERT
1788114207.172,30,0.213,0.230,0.221,0.001,0.027,-1.0,174.3,-7.4,UNKNOWN,ALERT
1788114207.198,31,0.226,0.222,0.224,0.002,0.027,0.8,173.3,-6.7,UNKNOWN,ALERT
1788114207.234,31,0.222,0.233,0.228,0.000,0.027,4.0,170.3,-6.2,UNKNOWN,ALERT
1788114207.267,30,0.223,0.222,0.222,0.002,0.027,5.0,169.2,-5.8,UNKNOWN,ALERT
1788114207.316,20,0.231,0.207,0.219,0.001,0.027,6.6,167.5,-5.0,UNKNOWN,ALERT
1788114207.347,32,0.226,0.224,0.225,0.001,0.027,6.9,165.9,-4.5,UNKNOWN,ALERT
1788114207.381,31,0.230,0.220,0.225,0.000,0.027,9.1,163.5,-3.7,UNKNOWN,ALERT
1788114207.410,30,0.241,0.222,0.232,0.000,0.027,9.8,164.5,-3.5,UNKNOWN,ALERT
1788114207.442,31,0.230,0.212,0.221,0.001,0.027,10.1,163.4,-3.2,UNKNOWN,ALERT
1788114207.474,31,0.231,0.215,0.223,0.002,0.027,10.2,164.1,-3.0,UNKNOWN,ALERT
1788114207.510,26,0.235,0.219,0.227,0.001,0.027,10.0,163.9,-3.0,UNKNOWN,ALERT
1788114207.540,35,0.227,0.216,0.222,0.003,0.027,10.8,163.4,-2.9,UNKNOWN,ALERT
1788114207.570,32,0.226,0.213,0.219,0.001,0.027,10.9,162.8,-2.7,UNKNOWN,ALERT
1788114207.601,31,0.229,0.228,0.228,0.002,0.027,10.5,162.9,-2.5,UNKNOWN,ALERT
1788114207.635,29,0.225,0.221,0.223,0.003,0.027,10.9,163.6,-2.8,UNKNOWN,ALERT
1788114207.682,20,0.226,0.224,0.225,0.002,0.027,11.2,163.0,-2.4,UNKNOWN,ALERT
1788114207.715,31,0.223,0.221,0.222,0.004,0.027,11.4,163.0,-2.4,UNKNOWN,ALERT
1788114207.747,29,0.220,0.217,0.218,0.002,0.027,11.1,162.9,-2.2,UNKNOWN,ALERT
1788114207.778,32,0.225,0.225,0.225,0.003,0.027,11.6,162.1,-2.2,UNKNOWN,ALERT
1788114207.810,31,0.221,0.213,0.217,0.002,0.027,11.5,162.4,-2.2,UNKNOWN,ALERT
1788114207.843,29,0.241,0.223,0.232,0.004,0.027,11.8,163.3,-2.1,UNKNOWN,ALERT
1788114207.873,33,0.235,0.218,0.227,0.002,0.027,12.1,163.2,-2.1,UNKNOWN,ALERT
1788114207.910,27,0.225,0.220,0.222,0.004,0.027,12.8,163.5,-1.8,UNKNOWN,ALERT
1788114207.940,32,0.224,0.213,0.218,0.003,0.027,14.2,161.9,-1.0,UNKNOWN,ALERT
1788114207.972,32,0.239,0.206,0.222,0.001,0.027,17.7,164.0,-0.3,UNKNOWN,ALERT
1788114207.997,33,0.237,0.202,0.219,0.004,0.027,20.5,164.0,1.2,UNKNOWN,ALERT
1788114208.046,20,0.209,0.185,0.197,0.005,0.027,23.1,164.7,1.8,UNKNOWN,ALERT
1788114208.084,30,0.222,0.170,0.196,0.004,0.027,26.2,166.9,2.1,UNKNOWN,ALERT
1788114208.115,30,0.262,0.183,0.222,0.002,0.027,29.1,168.7,2.1,UNKNOWN,ALERT
1788114208.146,33,0.292,0.187,0.239,0.001,0.027,31.5,168.9,2.4,UNKNOWN,DISTRACTED
