timestamp,fps,ear_left,ear_right,ear_average,mar,perclos,yaw,pitch,roll,gaze_direction,driver_state
1788115072.424,30,0.248,0.916,0.582,0.007,0.013,-64.0,163.9,163.6,UNKNOWN,DISTRACTED
1788115072.456,32,0.233,0.846,0.540,0.006,0.013,48.7,179.3,-176.1,UNKNOWN,DISTRACTED
1788115072.487,31,0.258,0.721,0.489,0.010,0.007,-44.9,179.6,165.9,UNKNOWN,DISTRACTED
1788115072.519,32,0.248,0.745,0.496,0.016,0.007,34.7,170.5,-174.2,UNKNOWN,DISTRACTED
1788115072.551,29,0.249,0.743,0.496,0.003,0.000,26.4,172.2,167.4,UNKNOWN,ALERT
1788115072.584,36,0.254,0.654,0.454,0.004,0.000,43.2,176.0,-170.5,UNKNOWN,DISTRACTED
1788115072.633,18,0.236,0.737,0.486,0.009,0.000,-68.1,108.4,104.0,UNKNOWN,DISTRACTED
1788115072.663,33,0.246,0.703,0.474,0.007,0.000,-62.5,163.0,163.4,UNKNOWN,DISTRACTED
1788115072.693,32,0.237,0.690,0.464,0.009,0.000,-65.9,123.0,160.1,UNKNOWN,DISTRACTED
1788115072.728,28,0.245,0.627,0.436,0.020,0.000,-60.9,165.1,164.7,UNKNOWN,DISTRACTED
1788115072.760,32,0.243,0.576,0.409,0.007,0.000,-14.7,113.4,139.9,UNKNOWN,ALERT
1788115072.792,31,0.245,0.558,0.401,0.010,0.000,39.9,168.9,177.1,UNKNOWN,DISTRACTED
1788115072.824,30,0.254,0.529,0.392,0.011,0.000,52.1,143.8,-170.2,UNKNOWN,DISTRACTED
1788115072.856,30,0.248,0.442,0.345,0.009,0.000,-14.4,132.6,139.2,UNKNOWN,ALERT
1788115072.886,33,0.237,0.379,0.308,0.009,0.000,-21.5,176.8,166.7,UNKNOWN,ALERT
1788115072.920,29,0.229,0.374,0.302,0.006,0.000,-29.8,168.7,-146.2,UNKNOWN,ALERT
1788115072.951,32,0.225,0.320,0.273,0.007,0.000,-38.4,161.1,171.2,UNKNOWN,DISTRACTED
1788115073.000,20,0.227,0.290,0.259,0.005,0.000,-33.3,161.7,172.4,UNKNOWN,DISTRACTED
1788115073.032,30,0.242,0.272,0.257,0.004,0.000,-29.4,162.6,173.1,UNKNOWN,ALERT
1788115073.063,31,0.230,0.276,0.253,0.003,0.000,-26.3,161.0,173.4,UNKNOWN,ALERT
1788115073.092,33,0.231,0.262,0.247,0.000,0.000,-23.2,160.4,174.3,UNKNOWN,ALERT
1788115073.126,31,0.250,0.279,0.265,0.002,0.000,-6.2,159.1,-5.4,UNKNOWN,ALERT
1788115073.160,29,0.231,0.288,0.260,0.001,0.000,-4.4,159.7,-5.3,UNKNOWN,ALERT
1788115073.191,31,0.227,0.271,0.249,0.001,0.000,-2.7,158.4,-4.7,UNKNOWN,ALERT
1788115073.225,30,0.233,0.256,0.244,0.002,0.000,-1.6,157.2,-4.3,UNKNOWN,ALERT
1788115073.256,31,0.228,0.266,0.247,0.002,0.000,0.3,156.4,-3.7,UNKNOWN,ALERT
1788115073.287,32,0.225,0.244,0.234,0.004,0.000,1.1,156.7,-3.5,UNKNOWN,ALERT
1788115073.319,30,0.238,0.250,0.244,0.002,0.000,2.8,157.0,-3.4,UNKNOWN,ALERT
1788115073.366,21,0.214,0.238,0.226,0.002,0.000,4.0,156.1,-3.2,UNKNOWN,ALERT
1788115073.398,30,0.168,0.191,0.180,0.002,0.000,4.5,155.8,-3.0,UNKNOWN,ALERT
1788115073.432,30,0.117,0.161,0.139,0.002,0.000,5.7,156.6,-2.5,UNKNOWN,ALERT
1788115073.464,29,0.145,0.176,0.161,0.002,0.000,6.0,156.7,-2.6,UNKNOWN,ALERT
1788115073.493,36,0.176,0.198,0.187,0.004,0.000,5.7,156.7,-2.2,UNKNOWN,ALERT
1788115073.527,28,0.189,0.211,0.200,0.005,0.000,6.4,156.8,-1.9,UNKNOWN,ALERT
1788115073.560,30,0.205,0.224,0.215,0.003,0.000,5.5,155.8,-1.9,UNKNOWN,ALERT
1788115073.592,31,0.216,0.233,0.224,0.002,0.000,5.0,155.5,-2.3,UNKNOWN,ALERT
1788115073.625,30,0.229,0.237,0.233,0.003,0.000,3.9,155.6,-2.4,UNKNOWN,ALERT
1788115073.655,33,0.221,0.254,0.237,0.003,0.000,1.9,155.6,-3.9,UNKNOWN,ALERT
1788115073.687,30,0.211,0.258,0.235,0.003,0.000,-0.7,157.2,-5.0,UNKNOWN,ALERT
1788115073.736,20,0.216,0.271,0.243,0.002,0.000,-19.1,159.3,173.7,UNKNOWN,ALERT
1788115073.768,31,0.218,0.249,0.234,0.004,0.000,-28.0,164.9,172.2,UNKNOWN,ALERT
1788115073.801,30,0.214,0.320,0.267,0.006,0.000,-35.7,167.9,171.2,UNKNOWN,DISTRACTED
1788115073.833,31,0.215,0.303,0.259,0.007,0.000,-40.2,165.6,169.5,UNKNOWN,DISTRACTED
1788115073.863,32,0.217,0.339,0.278,0.008,0.000,16.9,98.8,147.0,UNKNOWN,ALERT
1788115073.895,31,0.222,0.375,0.299,0.007,0.000,-73.0,143.0,33.3,UNKNOWN,DISTRACTED
1788115073.929,30,0.219,0.422,0.320,0.016,0.000,-51.5,164.6,164.4,UNKNOWN,DISTRACTED
1788115073.960,31,0.223,0.501,0.362,0.012,0.000,-22.1,177.5,173.9,UNKNOWN,ALERT
1788115073.992,30,0.228,0.503,0.366,0.016,0.000,-59.6,154.4,146.6,UNKNOWN,DISTRACTED
1788115074.022,33,0.225,0.517,0.371,0.016,0.000,-20.9,55.4,15.6,UNKNOWN,ALERT
1788115074.056,29,0.220,0.602,0.411,0.020,0.000,-56.0,162.7,162.8,UNKNOWN,DISTRACTED
1788115074.106,20,0.188,0.507,0.348,0.011,0.000,-37.2,145.2,158.6,UNKNOWN,DISTRACTED
1788115074.140,30,0.086,0.393,0.239,0.006,0.000,-58.3,164.0,163.8,UNKNOWN,DISTRACTED
1788115074.169,41,0.086,0.384,0.235,0.016,0.000,-59.1,164.3,163.8,UNKNOWN,DISTRACTED
1788115074.200,25,0.087,0.611,0.349,0.016,0.000,-8.9,160.5,164.1,UNKNOWN,ALERT
1788115074.233,31,0.105,0.843,0.474,0.053,0.000,-49.1,153.6,160.8,UNKNOWN,DISTRACTED
1788115074.264,32,0.116,0.928,0.522,0.018,0.000,-82.4,126.5,165.2,UNKNOWN,DISTRACTED
1788115074.295,31,0.137,1.062,0.599,0.019,0.000,-64.6,160.3,158.0,UNKNOWN,DISTRACTED
1788115074.324,30,0.153,0.779,0.466,0.019,0.000,-46.4,176.7,161.5,UNKNOWN,DISTRACTED
1788115074.360,31,0.194,0.737,0.466,0.016,0.000,-48.9,164.7,161.2,UNKNOWN,DISTRACTED
1788115074.391,31,0.164,0.768,0.466,0.018,0.000,3.0,170.6,163.0,UNKNOWN,ALERT
1788115074.424,30,0.188,0.993,0.590,0.016,0.000,49.5,151.8,175.6,UNKNOWN,DISTRACTED
1788115074.473,20,0.197,0.875,0.536,0.015,0.000,-64.4,159.4,157.9,UNKNOWN,DISTRACTED
1788115074.502,33,0.170,0.729,0.449,0.011,0.000,86.5,136.8,77.4,UNKNOWN,DISTRACTED
1788115074.535,31,0.214,0.913,0.563,0.016,0.000,-28.9,168.6,161.4,UNKNOWN,ALERT
1788115074.568,30,0.213,1.035,0.624,0.018,0.000,16.2,160.8,167.6,UNKNOWN,ALERT
1788115074.598,32,0.208,0.780,0.494,0.015,0.000,-34.9,172.2,-127.2,UNKNOWN,DISTRACTED
1788115074.633,28,0.172,0.865,0.518,0.015,0.000,-31.8,176.3,154.0,UNKNOWN,DISTRACTED
1788115074.665,31,0.105,0.633,0.369,0.005,0.000,-41.3,173.2,160.4,UNKNOWN,DISTRACTED
1788115074.696,32,0.081,0.334,0.207,0.005,0.000,29.1,157.1,170.2,UNKNOWN,ALERT
1788115074.728,30,0.054,0.312,0.183,0.011,0.000,26.6,160.7,-147.2,UNKNOWN,ALERT
1788115074.761,31,0.164,0.317,0.241,0.007,0.000,-21.4,133.2,151.2,UNKNOWN,ALERT
1788115074.788,33,0.182,0.281,0.232,0.009,0.000,-39.1,160.9,169.6,UNKNOWN,DISTRACTED
1788115074.840,19,0.220,0.282,0.251,0.005,0.000,-34.3,164.8,171.6,UNKNOWN,DISTRACTED
1788115074.872,32,0.226,0.271,0.249,0.003,0.000,-28.9,164.5,172.5,UNKNOWN,ALERT
1788115074.905,30,0.218,0.258,0.238,0.003,0.000,-25.1,163.7,172.9,UNKNOWN,ALERT
1788115074.936,33,0.221,0.250,0.236,0.000,0.000,-21.1,159.3,173.3,UNKNOWN,ALERT
1788115074.967,30,0.224,0.273,0.249,0.004,0.000,-3.5,158.9,-6.5,UNKNOWN,ALERT
1788115075.001,31,0.229,0.255,0.242,0.003,0.000,-1.4,158.4,-5.8,UNKNOWN,ALERT
1788115075.031,31,0.236,0.267,0.251,0.002,0.000,0.8,156.0,-5.0,UNKNOWN,ALERT
1788115075.065,30,0.214,0.240,0.227,0.001,0.000,2.6,156.6,-3.7,UNKNOWN,ALERT
1788115075.095,32,0.215,0.221,0.218,0.002,0.000,5.2,153.6,-2.4,UNKNOWN,ALERT
1788115075.126,31,0.210,0.204,0.207,0.003,0.000,7.1,153.6,-1.1,UNKNOWN,ALERT
1788115075.161,30,0.196,0.199,0.197,0.003,0.000,9.8,154.4,0.5,UNKNOWN,ALERT
1788115075.205,21,0.205,0.198,0.202,0.004,0.000,13.3,155.6,2.3,UNKNOWN,ALERT
1788115075.240,30,0.228,0.189,0.208,0.006,0.000,18.0,157.6,3.8,UNKNOWN,ALERT
1788115075.271,31,0.235,0.190,0.213,0.004,0.000,21.0,161.8,4.2,UNKNOWN,ALERT
1788115075.305,30,0.247,0.200,0.224,0.004,0.000,26.4,164.0,5.1,UNKNOWN,ALERT
1788115075.336,31,0.262,0.192,0.227,0.003,0.000,30.6,164.2,6.9,UNKNOWN,DISTRACTED
1788115075.369,29,0.295,0.191,0.243,0.001,0.000,28.4,169.6,-172.6,UNKNOWN,ALERT
1788115075.400,32,0.338,0.195,0.266,0.001,0.000,33.5,169.0,-172.2,UNKNOWN,DISTRACTED
1788115075.428,34,0.409,0.213,0.311,0.002,0.000,37.7,168.7,-171.8,UNKNOWN,DISTRACTED
1788115075.463,28,0.465,0.209,0.337,0.003,0.000,41.1,168.2,-171.9,UNKNOWN,DISTRACTED
1788115075.496,30,0.481,0.214,0.348,0.006,0.000,42.3,166.6,-171.6,UNKNOWN,DISTRACTED
1788115075.526,33,0.580,0.214,0.397,0.004,0.000,44.2,166.0,-171.3,UNKNOWN,DISTRACTED
1788115075.575,20,0.563,0.222,0.392,0.031,0.000,44.6,163.8,-170.8,UNKNOWN,DISTRACTED
1788115075.607,31,0.610,0.223,0.416,0.008,0.000,-49.6,9.2,3.1,UNKNOWN,DISTRACTED
1788115075.640,29,0.541,0.251,0.396,0.017,0.000,46.0,160.1,-170.6,UNKNOWN,DISTRACTED
1788115075.672,31,0.537,0.217,0.377,0.008,0.000,46.8,162.0,-171.4,UNKNOWN,DISTRACTED
1788115075.704,31,0.529,0.193,0.361,0.013,0.000,48.8,160.2,-170.1,UNKNOWN,DISTRACTED
1788115075.735,31,0.697,0.175,0.436,0.009,0.000,51.2,121.9,-172.3,UNKNOWN,DISTRACTED
1788115075.766,32,0.712,0.255,0.483,0.010,0.000,48.8,158.9,11.1,UNKNOWN,DISTRACTED
1788115075.801,28,0.798,0.224,0.511,0.010,0.000,49.8,160.7,-169.2,UNKNOWN,DISTRACTED
1788115075.820,54,0.665,0.242,0.454,0.009,0.000,48.6,161.2,-170.3,UNKNOWN,DISTRACTED
1788115075.865,22,0.703,0.244,0.473,0.017,0.000,50.0,160.7,-169.3,UNKNOWN,DISTRACTED
1788115075.895,32,0.708,0.244,0.476,0.019,0.000,48.2,161.5,10.8,UNKNOWN,DISTRACTED
1788115075.942,21,0.771,0.244,0.507,0.028,0.000,48.1,160.7,11.1,UNKNOWN,DISTRACTED
1788115075.976,29,0.781,0.251,0.516,0.008,0.000,45.7,167.1,-178.6,UNKNOWN,DISTRACTED
1788115076.006,32,0.621,0.254,0.438,0.006,0.000,48.6,159.7,10.8,UNKNOWN,DISTRACTED
1788115076.041,29,0.661,0.248,0.455,0.008,0.000,38.9,141.9,-163.3,UNKNOWN,DISTRACTED
1788115076.071,32,0.625,0.237,0.431,0.010,0.000,48.6,163.7,-171.4,UNKNOWN,DISTRACTED
1788115076.105,30,0.686,0.252,0.469,0.032,0.000,49.3,161.1,-170.0,UNKNOWN,DISTRACTED
1788115076.136,32,0.706,0.240,0.473,0.013,0.000,49.0,162.5,-169.8,UNKNOWN,DISTRACTED
1788115076.168,30,0.688,0.234,0.461,0.029,0.000,38.1,70.6,122.8,UNKNOWN,DISTRACTED
1788115076.186,55,0.608,0.256,0.432,0.012,0.000,-22.7,167.7,-159.8,UNKNOWN,ALERT
1788115076.205,48,0.675,0.245,0.460,0.015,0.000,48.4,159.5,-168.5,UNKNOWN,DISTRACTED
1788115076.265,17,0.653,0.236,0.445,0.031,0.000,47.5,161.3,-170.7,UNKNOWN,DISTRACTED
1788115076.313,21,0.640,0.245,0.443,0.028,0.000,47.7,158.6,-169.2,UNKNOWN,DISTRACTED
1788115076.343,32,0.623,0.244,0.434,0.010,0.000,46.6,162.3,-171.1,UNKNOWN,DISTRACTED
1788115076.376,30,0.628,0.230,0.429,0.039,0.000,45.6,161.2,-170.3,UNKNOWN,DISTRACTED
1788115076.409,30,0.552,0.229,0.391,0.008,0.000,-26.3,36.0,96.0,UNKNOWN,ALERT
1788115076.440,30,0.459,0.243,0.351,0.011,0.000,26.8,152.4,-158.3,UNKNOWN,ALERT
1788115076.471,33,0.463,0.251,0.357,0.010,0.000,-8.3,174.6,158.3,UNKNOWN,ALERT
1788115076.506,28,0.451,0.257,0.354,0.007,0.000,38.9,162.5,-171.5,UNKNOWN,DISTRACTED
1788115076.536,32,0.404,0.249,0.327,0.009,0.000,13.7,151.2,161.6,UNKNOWN,ALERT
1788115076.555,53,0.437,0.258,0.347,0.008,0.000,40.4,165.3,-172.5,UNKNOWN,DISTRACTED
1788115076.575,49,0.420,0.261,0.340,0.008,0.000,48.0,130.3,-172.9,UNKNOWN,DISTRACTED
1788115076.599,43,0.398,0.259,0.329,0.006,0.000,31.8,124.1,176.0,UNKNOWN,DISTRACTED
1788115076.681,12,0.424,0.256,0.340,0.007,0.000,53.0,151.3,178.6,UNKNOWN,DISTRACTED
1788115076.705,32,0.393,0.244,0.318,0.007,0.000,-9.5,136.6,120.9,UNKNOWN,ALERT
1788115076.744,29,0.394,0.254,0.324,0.008,0.000,36.6,164.4,-172.5,UNKNOWN,DISTRACTED
1788115076.776,31,0.366,0.231,0.299,0.007,0.000,36.9,161.5,7.6,UNKNOWN,DISTRACTED
1788115076.807,32,0.334,0.225,0.280,0.001,0.000,34.5,159.6,7.7,UNKNOWN,DISTRACTED
1788115076.840,30,0.329,0.213,0.271,0.004,0.000,31.2,159.3,5.8,UNKNOWN,DISTRACTED
1788115076.869,34,0.285,0.221,0.253,0.004,0.000,26.3,157.2,4.4,UNKNOWN,ALERT
1788115076.905,28,0.258,0.217,0.238,0.005,0.000,25.4,155.4,3.2,UNKNOWN,ALERT
1788115076.925,49,0.240,0.215,0.228,0.005,0.000,25.7,155.6,3.5,UNKNOWN,ALERT
1788115076.944,50,0.223,0.215,0.219,0.004,0.000,22.3,155.2,1.8,UNKNOWN,ALERT
1788115076.969,40,0.228,0.215,0.221,0.003,0.000,19.3,155.3,0.7,UNKNOWN,ALERT
1788115077.001,32,0.236,0.219,0.228,0.003,0.000,17.2,155.8,-0.1,UNKNOWN,ALERT
1788115077.080,12,0.218,0.234,0.226,0.004,0.000,14.3,155.1,-0.9,UNKNOWN,ALERT
1788115077.109,34,0.210,0.214,0.212,0.006,0.000,13.9,156.2,-0.9,UNKNOWN,ALERT
1788115077.144,28,0.220,0.234,0.227,0.005,0.000,11.6,156.8,-1.6,UNKNOWN,ALERT
1788115077.176,32,0.231,0.223,0.227,0.003,0.000,10.4,157.1,-1.6,UNKNOWN,ALERT
1788115077.208,30,0.226,0.223,0.224,0.003,0.000,10.0,157.6,-1.6,UNKNOWN,ALERT
1788115077.241,30,0.222,0.225,0.223,0.003,0.000,8.8,158.4,-1.7,UNKNOWN,ALERT
1788115077.259,58,0.240,0.228,0.234,0.002,0.000,9.4,159.7,-1.4,UNKNOWN,ALERT
1788115077.277,51,0.229,0.236,0.232,0.003,0.000,8.2,164.7,-1.8,UNKNOWN,ALERT
1788115077.306,36,0.218,0.246,0.232,0.006,0.000,7.4,173.2,-1.9,UNKNOWN,ALERT
1788115077.335,33,0.216,0.266,0.241,0.006,0.000,7.0,179.1,-1.8,UNKNOWN,ALERT
1788115077.368,30,0.201,0.251,0.226,0.008,0.000,-6.5,176.4,1.9,UNKNOWN,ALERT
1788115077.416,20,0.184,0.240,0.212,0.007,0.000,-4.3,170.6,1.9,UNKNOWN,ALERT
1788115077.480,15,0.182,0.214,0.198,0.008,0.000,-3.5,163.4,1.7,UNKNOWN,ALERT
1788115077.512,31,0.177,0.222,0.200,0.004,0.000,-3.2,161.0,1.6,UNKNOWN,ALERT
1788115077.542,33,0.186,0.229,0.207,0.003,0.000,-2.5,160.3,2.0,UNKNOWN,ALERT
1788115077.575,29,0.171,0.217,0.194,0.004,0.000,-2.8,161.1,1.7,UNKNOWN,ALERT
1788115077.605,34,0.178,0.212,0.195,0.005,0.000,-2.7,161.5,1.6,UNKNOWN,ALERT
1788115077.621,60,0.186,0.210,0.198,0.004,0.000,-2.7,160.7,1.7,UNKNOWN,ALERT
1788115077.640,55,0.173,0.220,0.197,0.003,0.000,-2.6,161.4,1.6,UNKNOWN,ALERT
1788115077.669,34,0.182,0.221,0.202,0.005,0.000,-2.2,160.8,1.5,UNKNOWN,ALERT
1788115077.705,27,0.180,0.219,0.200,0.003,0.000,-1.4,161.0,1.3,UNKNOWN,ALERT
1788115077.736,31,0.180,0.221,0.201,0.006,0.000,-1.9,160.0,1.5,UNKNOWN,ALERT
1788115077.783,21,0.184,0.221,0.203,0.004,0.000,-2.3,160.5,1.4,UNKNOWN,ALERT
1788115077.847,15,0.184,0.224,0.204,0.004,0.000,-2.2,159.2,1.6,UNKNOWN,ALERT
1788115077.879,30,0.177,0.221,0.199,0.003,0.000,-2.4,159.5,1.8,UNKNOWN,ALERT
1788115077.910,32,0.180,0.219,0.200,0.003,0.000,-2.7,159.7,1.8,UNKNOWN,ALERT
1788115077.945,28,0.178,0.210,0.194,0.004,0.000,-2.5,160.8,1.7,UNKNOWN,ALERT
1788115077.975,32,0.163,0.205,0.184,0.006,0.000,-2.3,160.9,1.9,UNKNOWN,ALERT
1788115077.994,53,0.173,0.201,0.187,0.005,0.000,-1.2,160.4,2.0,UNKNOWN,ALERT
1788115078.013,54,0.170,0.216,0.193,0.006,0.000,-2.1,161.0,2.2,UNKNOWN,ALERT
1788115078.041,35,0.169,0.216,0.192,0.004,0.000,-2.2,162.6,2.1,UNKNOWN,ALERT
1788115078.069,34,0.184,0.209,0.197,0.006,0.000,-3.8,167.7,2.2,UNKNOWN,ALERT
1788115078.105,28,0.180,0.206,0.193,0.006,0.000,-5.2,175.3,2.4,UNKNOWN,ALERT
1788115078.153,20,0.185,0.217,0.201,0.005,0.000,7.1,170.5,-2.1,UNKNOWN,ALERT
1788115078.185,30,0.201,0.214,0.208,0.007,0.000,7.2,163.3,-1.7,UNKNOWN,ALERT
1788115078.248,15,0.226,0.248,0.237,0.002,0.000,7.7,148.1,-0.9,UNKNOWN,ALERT
1788115078.280,30,0.249,0.277,0.263,0.009,0.000,7.4,145.6,-1.4,UNKNOWN,ALERT
1788115078.311,32,0.278,0.285,0.281,0.008,0.000,7.3,146.0,-1.8,UNKNOWN,ALERT
1788115078.344,30,0.256,0.260,0.258,0.011,0.000,7.8,140.4,-1.4,UNKNOWN,ALERT
1788115078.362,53,0.254,0.261,0.258,0.021,0.000,8.0,140.8,-1.6,UNKNOWN,ALERT
1788115078.383,59,0.226,0.251,0.238,0.007,0.000,7.9,139.9,-0.9,UNKNOWN,ALERT
1788115078.408,35,0.227,0.250,0.238,0.029,0.000,8.5,140.9,-1.2,UNKNOWN,ALERT
1788115078.440,30,0.230,0.265,0.248,0.006,0.000,7.6,141.5,-1.5,UNKNOWN,ALERT
1788115078.472,31,0.248,0.271,0.260,0.008,0.000,8.2,141.6,-2.0,UNKNOWN,ALERT
1788115078.519,21,0.247,0.280,0.264,0.014,0.000,9.1,140.2,-1.8,UNKNOWN,ALERT
1788115078.551,31,0.236,0.267,0.251,0.009,0.000,8.3,140.1,-1.7,UNKNOWN,ALERT
1788115078.582,32,0.236,0.277,0.257,0.009,0.000,8.7,140.5,-1.7,UNKNOWN,ALERT
1788115078.616,30,0.240,0.261,0.251,0.004,0.000,9.5,141.6,-1.4,UNKNOWN,ALERT
1788115078.680,15,0.243,0.286,0.264,0.004,0.000,8.7,141.7,-1.5,UNKNOWN,ALERT
1788115078.712,30,0.266,0.255,0.261,0.002,0.000,8.2,142.9,-2.1,UNKNOWN,ALERT
1788115078.731,54,0.262,0.270,0.266,0.003,0.000,9.1,141.9,-1.3,UNKNOWN,ALERT
1788115078.750,50,0.269,0.265,0.267,0.005,0.000,9.2,143.0,-1.9,UNKNOWN,ALERT
1788115078.775,38,0.270,0.273,0.272,0.006,0.000,9.0,146.0,-1.6,UNKNOWN,ALERT
1788115078.808,31,0.252,0.266,0.259,0.006,0.000,8.3,149.4,-2.0,UNKNOWN,ALERT
1788115078.840,31,0.242,0.247,0.244,0.006,0.000,8.0,151.4,-2.2,UNKNOWN,ALERT
1788115078.886,21,0.228,0.244,0.236,0.005,0.000,7.5,152.7,-2.4,UNKNOWN,ALERT
1788115078.920,29,0.218,0.241,0.230,0.004,0.000,7.3,152.8,-2.2,UNKNOWN,ALERT
1788115078.952,30,0.232,0.240,0.236,0.005,0.000,7.0,153.4,-2.4,UNKNOWN,ALERT
1788115078.985,30,0.231,0.232,0.232,0.003,0.000,7.8,155.0,-2.2,UNKNOWN,ALERT
1788115079.048,15,0.236,0.221,0.229,0.004,0.000,8.5,155.5,-2.1,UNKNOWN,ALERT
1788115079.078,32,0.238,0.204,0.221,0.003,0.000,8.1,156.3,-2.3,UNKNOWN,ALERT
1788115079.097,53,0.234,0.220,0.227,0.003,0.000,7.9,156.7,-2.2,UNKNOWN,ALERT
1788115079.116,52,0.231,0.215,0.223,0.003,0.000,7.9,155.8,-2.2,UNKNOWN,ALERT
1788115079.143,36,0.228,0.218,0.223,0.002,0.000,7.9,155.0,-2.4,UNKNOWN,ALERT
1788115079.176,29,0.231,0.222,0.226,0.002,0.000,7.6,155.7,-2.4,UNKNOWN,ALERT
1788115079.209,30,0.239,0.221,0.230,0.002,0.000,7.6,155.9,-2.3,UNKNOWN,ALERT
1788115079.255,21,0.224,0.222,0.223,0.003,0.000,7.7,154.9,-2.5,UNKNOWN,ALERT
1788115079.286,32,0.210,0.222,0.216,0.004,0.000,7.3,154.6,-2.5,UNKNOWN,ALERT
1788115079.320,30,0.205,0.222,0.214,0.003,0.000,4.3,155.8,-3.1,UNKNOWN,ALERT
1788115079.350,31,0.197,0.246,0.222,0.003,0.000,0.9,155.3,-4.9,UNKNOWN,ALERT
1788115079.385,30,0.190,0.262,0.226,0.004,0.000,-17.1,159.0,173.7,UNKNOWN,ALERT
1788115079.415,31,0.198,0.241,0.219,0.003,0.000,-10.3,164.6,-7.1,UNKNOWN,ALERT
1788115079.447,30,0.196,0.260,0.228,0.003,0.000,-33.4,166.7,172.0,UNKNOWN,DISTRACTED
1788115079.504,17,0.206,0.268,0.237,0.007,0.000,-22.1,164.7,-9.3,UNKNOWN,ALERT
1788115079.524,50,0.204,0.321,0.263,0.008,0.000,-43.2,166.3,169.7,UNKNOWN,DISTRACTED
1788115079.543,54,0.211,0.354,0.283,0.017,0.000,-72.8,142.7,41.4,UNKNOWN,DISTRACTED
1788115079.576,30,0.161,0.368,0.264,0.011,0.000,-52.9,165.4,167.9,UNKNOWN,DISTRACTED
1788115079.623,21,0.120,0.414,0.267,0.017,0.000,-34.5,165.2,-11.1,UNKNOWN,DISTRACTED
1788115079.657,29,0.136,0.547,0.342,0.011,0.000,7.1,176.3,157.4,UNKNOWN,ALERT
1788115079.687,33,0.140,0.664,0.402,0.007,0.000,10.9,141.2,177.6,UNKNOWN,ALERT
1788115079.720,29,0.153,1.073,0.613,0.024,0.000,-7.5,90.8,-126.2,UNKNOWN,ALERT
1788115079.752,33,0.155,1.927,1.041,0.003,0.000,-50.9,173.4,161.1,UNKNOWN,DISTRACTED
1788115079.785,29,0.168,1.175,0.672,0.013,0.000,1.4,173.6,169.7,UNKNOWN,ALERT
1788115079.817,31,0.169,1.926,1.047,0.015,0.000,-67.1,161.9,161.7,UNKNOWN,DISTRACTED
1788115079.846,34,0.161,1.036,0.598,0.009,0.000,-68.0,13.2,20.8,UNKNOWN,DISTRACTED
1788115079.882,28,0.104,0.608,0.356,0.001,0.000,-40.0,164.2,145.9,UNKNOWN,DISTRACTED
1788115079.907,31,0.057,0.268,0.163,0.006,0.000,35.3,173.6,173.2,UNKNOWN,DISTRACTED
1788115079.944,31,0.049,0.156,0.102,0.007,0.007,-71.7,139.4,72.9,UNKNOWN,DISTRACTED
1788115079.991,20,0.058,0.227,0.142,0.006,0.007,-40.1,165.3,173.2,UNKNOWN,DISTRACTED
1788115080.023,31,0.118,0.206,0.162,0.003,0.007,-30.2,165.0,174.4,UNKNOWN,DISTRACTED
1788115080.054,32,0.170,0.236,0.203,0.003,0.007,-21.2,160.9,175.0,UNKNOWN,ALERT
1788115080.085,31,0.195,0.226,0.211,0.001,0.007,-0.6,154.2,-3.9,UNKNOWN,ALERT
1788115080.120,29,0.211,0.230,0.221,0.001,0.007,3.8,154.8,-2.4,UNKNOWN,ALERT
1788115080.152,32,0.214,0.218,0.216,0.002,0.007,6.6,156.4,-1.8,UNKNOWN,ALERT
1788115080.185,29,0.226,0.223,0.225,0.003,0.007,7.0,157.7,-1.5,UNKNOWN,ALERT
1788115080.215,32,0.226,0.218,0.222,0.003,0.007,7.8,157.8,-1.2,UNKNOWN,ALERT
1788115080.247,30,0.232,0.227,0.229,0.003,0.007,8.3,158.8,-1.3,UNKNOWN,ALERT
1788115080.281,30,0.220,0.225,0.222,0.003,0.007,8.7,159.2,-1.5,UNKNOWN,ALERT
1788115080.312,31,0.222,0.227,0.225,0.003,0.007,8.0,158.5,-1.9,UNKNOWN,ALERT
1788115080.359,21,0.228,0.220,0.224,0.003,0.007,8.3,158.6,-2.0,UNKNOWN,ALERT
1788115080.391,31,0.216,0.220,0.218,0.003,0.007,7.9,158.6,-2.1,UNKNOWN,ALERT
1788115080.423,31,0.224,0.225,0.225,0.004,0.007,8.0,157.7,-2.0,UNKNOWN,ALERT
1788115080.455,31,0.222,0.219,0.220,0.004,0.007,8.3,158.9,-2.1,UNKNOWN,ALERT
1788115080.487,30,0.217,0.220,0.218,0.003,0.007,7.6,158.1,-2.3,UNKNOWN,ALERT
1788115080.519,32,0.225,0.218,0.221,0.004,0.007,7.7,158.2,-2.3,UNKNOWN,ALERT
1788115080.552,29,0.214,0.220,0.217,0.003,0.007,7.6,159.0,-2.4,UNKNOWN,ALERT
1788115080.585,30,0.227,0.216,0.221,0.003,0.007,7.6,159.8,-2.7,UNKNOWN,ALERT
1788115080.615,32,0.227,0.217,0.222,0.004,0.007,8.0,160.5,-2.9,UNKNOWN,ALERT
1788115080.648,30,0.220,0.217,0.219,0.003,0.007,7.6,161.2,-2.8,UNKNOWN,ALERT
1788115080.680,32,0.221,0.221,0.221,0.003,0.007,8.0,160.2,-2.9,UNKNOWN,ALERT
