timestamp,fps,ear_left,ear_right,ear_average,mar,perclos,yaw,pitch,roll,gaze_direction,driver_state
1788115067.975,32,0.211,0.251,0.231,0.001,0.044,4.3,159.7,7.0,UNKNOWN,ALERT
1788115068.005,31,0.216,0.245,0.231,0.002,0.044,4.7,160.0,6.6,UNKNOWN,ALERT
1788115068.038,32,0.209,0.243,0.226,0.003,0.043,5.5,160.3,6.6,UNKNOWN,ALERT
1788115068.071,30,0.214,0.238,0.226,0.003,0.043,6.0,162.0,6.4,UNKNOWN,ALERT
1788115068.090,52,0.222,0.234,0.228,0.003,0.043,6.7,162.7,6.6,UNKNOWN,ALERT
1788115068.107,60,0.218,0.240,0.229,0.003,0.042,5.4,162.1,5.9,UNKNOWN,ALERT
1788115068.136,33,0.211,0.234,0.222,0.001,0.042,6.4,163.0,5.5,UNKNOWN,ALERT
1788115068.167,31,0.218,0.225,0.222,0.004,0.042,7.2,163.3,5.1,UNKNOWN,ALERT
1788115068.199,31,0.197,0.206,0.202,0.003,0.041,6.9,163.2,4.3,UNKNOWN,ALERT
1788115068.280,12,0.218,0.226,0.222,0.003,0.041,7.5,163.1,1.7,UNKNOWN,ALERT
1788115068.311,32,0.228,0.219,0.223,0.006,0.041,7.5,159.7,0.4,UNKNOWN,ALERT
1788115068.343,30,0.230,0.227,0.229,0.008,0.040,8.3,160.2,-1.1,UNKNOWN,ALERT
1788115068.376,30,0.238,0.221,0.230,0.006,0.040,8.9,161.0,-1.9,UNKNOWN,ALERT
1788115068.408,31,0.238,0.217,0.227,0.004,0.040,8.5,162.0,-2.8,UNKNOWN,ALERT
1788115068.438,33,0.235,0.228,0.231,0.008,0.039,8.6,161.5,-3.3,UNKNOWN,ALERT
1788115068.456,55,0.233,0.218,0.226,0.006,0.039,7.5,161.4,-3.4,UNKNOWN,ALERT
1788115068.474,54,0.234,0.215,0.225,0.007,0.039,7.2,162.4,-3.7,UNKNOWN,ALERT
1788115068.504,33,0.239,0.226,0.233,0.008,0.038,7.1,162.5,-3.6,UNKNOWN,ALERT
1788115068.536,31,0.239,0.242,0.240,0.007,0.038,6.4,161.0,-3.8,UNKNOWN,ALERT
1788115068.567,30,0.236,0.233,0.235,0.006,0.038,5.8,162.1,-3.8,UNKNOWN,ALERT
1788115068.616,20,0.231,0.236,0.234,0.006,0.038,4.9,161.7,-4.1,UNKNOWN,ALERT
1788115068.679,15,0.226,0.238,0.232,0.004,0.037,4.2,164.0,-4.8,UNKNOWN,ALERT
1788115068.712,31,0.234,0.252,0.243,0.006,0.037,1.5,163.8,-4.9,UNKNOWN,ALERT
1788115068.744,30,0.236,0.257,0.246,0.004,0.037,0.4,164.2,-5.0,UNKNOWN,ALERT
1788115068.775,32,0.239,0.259,0.249,0.005,0.036,-0.9,164.7,-4.7,UNKNOWN,ALERT
1788115068.805,31,0.249,0.262,0.255,0.006,0.036,-1.3,165.7,-4.8,UNKNOWN,ALERT
1788115068.824,52,0.225,0.296,0.260,0.010,0.036,-1.5,165.5,-4.9,UNKNOWN,ALERT
1788115068.842,59,0.249,0.256,0.252,0.004,0.036,-1.0,164.2,-5.1,UNKNOWN,ALERT
1788115068.872,33,0.238,0.249,0.244,0.006,0.035,-0.9,163.9,-6.5,UNKNOWN,ALERT
1788115068.905,30,0.239,0.244,0.242,0.007,0.035,-0.2,164.3,-7.2,UNKNOWN,ALERT
1788115068.935,31,0.233,0.248,0.241,0.008,0.035,0.1,163.3,-8.4,UNKNOWN,ALERT
1788115068.984,20,0.238,0.248,0.243,0.007,0.035,0.2,162.3,-8.8,UNKNOWN,ALERT
1788115069.016,31,0.228,0.238,0.233,0.005,0.034,-0.2,163.4,-9.0,UNKNOWN,ALERT
1788115069.081,15,0.246,0.280,0.263,0.010,0.034,-1.6,163.7,-8.9,UNKNOWN,ALERT
1788115069.113,30,0.248,0.269,0.258,0.008,0.034,-1.2,162.0,-9.2,UNKNOWN,ALERT
1788115069.145,31,0.255,0.270,0.263,0.008,0.034,-1.3,162.8,-8.8,UNKNOWN,ALERT
1788115069.174,31,0.253,0.289,0.271,0.007,0.034,-0.9,161.5,-9.2,UNKNOWN,ALERT
1788115069.195,53,0.257,0.300,0.278,0.006,0.033,-11.0,150.4,169.6,UNKNOWN,ALERT
1788115069.210,65,0.249,0.299,0.274,0.005,0.033,-0.5,160.9,-9.0,UNKNOWN,ALERT
1788115069.240,33,0.246,0.306,0.276,0.004,0.033,-0.4,161.2,-8.4,UNKNOWN,ALERT
1788115069.272,31,0.238,0.269,0.253,0.008,0.033,-1.2,161.1,-9.2,UNKNOWN,ALERT
1788115069.304,32,0.221,0.302,0.262,0.005,0.033,-0.4,160.5,-8.7,UNKNOWN,ALERT
1788115069.353,20,0.237,0.280,0.259,0.006,0.033,-0.7,162.1,-8.4,UNKNOWN,ALERT
1788115069.382,32,0.234,0.294,0.264,0.006,0.033,-1.8,161.3,-8.0,UNKNOWN,ALERT
1788115069.415,31,0.228,0.285,0.256,0.004,0.033,-1.3,160.5,-7.7,UNKNOWN,ALERT
1788115069.480,15,0.239,0.283,0.261,0.004,0.033,-0.2,160.8,-6.4,UNKNOWN,ALERT
1788115069.513,34,0.230,0.274,0.252,0.004,0.033,-0.0,159.2,-6.1,UNKNOWN,ALERT
1788115069.545,27,0.239,0.283,0.261,0.006,0.033,0.4,158.9,-6.0,UNKNOWN,ALERT
1788115069.563,52,0.254,0.277,0.265,0.005,0.033,0.5,161.7,-5.8,UNKNOWN,ALERT
1788115069.582,65,0.245,0.287,0.266,0.006,0.033,1.5,158.2,-5.4,UNKNOWN,ALERT
1788115069.609,33,0.251,0.280,0.266,0.006,0.033,2.4,158.1,-4.8,UNKNOWN,ALERT
1788115069.640,33,0.247,0.280,0.263,0.008,0.033,2.0,157.6,-4.4,UNKNOWN,ALERT
1788115069.673,29,0.237,0.270,0.254,0.012,0.033,3.4,160.0,-4.0,UNKNOWN,ALERT
1788115069.719,21,0.236,0.273,0.255,0.008,0.033,3.8,160.9,-3.8,UNKNOWN,ALERT
1788115069.750,32,0.236,0.259,0.247,0.008,0.033,4.5,162.6,-3.7,UNKNOWN,ALERT
1788115069.783,29,0.238,0.236,0.237,0.008,0.033,4.7,162.3,-4.2,UNKNOWN,ALERT
1788115069.816,30,0.243,0.229,0.236,0.007,0.033,6.3,159.1,-4.5,UNKNOWN,ALERT
1788115069.880,15,0.225,0.241,0.233,0.005,0.033,6.1,160.5,-2.9,UNKNOWN,ALERT
1788115069.911,30,0.222,0.238,0.230,0.006,0.033,6.7,157.3,-2.3,UNKNOWN,ALERT
1788115069.932,50,0.225,0.227,0.226,0.003,0.033,6.1,157.6,-2.4,UNKNOWN,ALERT
1788115069.949,56,0.218,0.225,0.221,0.004,0.033,6.5,158.3,-2.1,UNKNOWN,ALERT
1788115069.976,37,0.212,0.227,0.219,0.005,0.033,6.3,159.0,-2.0,UNKNOWN,ALERT
1788115070.005,30,0.206,0.230,0.218,0.005,0.033,6.2,159.9,-1.9,UNKNOWN,ALERT
1788115070.038,32,0.203,0.212,0.208,0.004,0.033,6.2,161.3,-1.4,UNKNOWN,ALERT
1788115070.088,20,0.208,0.217,0.212,0.004,0.033,5.9,161.1,-0.9,UNKNOWN,ALERT
1788115070.120,31,0.213,0.213,0.213,0.004,0.033,6.2,160.5,-0.7,UNKNOWN,ALERT
1788115070.151,30,0.209,0.209,0.209,0.005,0.033,6.5,159.8,-0.8,UNKNOWN,ALERT
1788115070.183,32,0.214,0.217,0.216,0.005,0.033,6.4,159.7,-1.2,UNKNOWN,ALERT
1788115070.215,35,0.214,0.209,0.211,0.004,0.033,6.3,159.0,-1.1,UNKNOWN,ALERT
1788115070.280,14,0.207,0.215,0.211,0.005,0.033,6.9,161.2,-1.0,UNKNOWN,ALERT
1788115070.299,53,0.210,0.212,0.211,0.004,0.033,6.9,159.9,-1.0,UNKNOWN,ALERT
1788115070.317,53,0.221,0.221,0.221,0.005,0.033,6.1,161.5,-1.2,UNKNOWN,ALERT
1788115070.344,36,0.223,0.220,0.221,0.004,0.033,6.2,160.7,-1.2,UNKNOWN,ALERT
1788115070.375,31,0.216,0.219,0.217,0.004,0.033,6.4,160.2,-1.2,UNKNOWN,ALERT
1788115070.407,31,0.216,0.221,0.219,0.005,0.033,6.4,159.5,-1.4,UNKNOWN,ALERT
1788115070.455,20,0.215,0.223,0.219,0.004,0.033,6.6,159.9,-1.6,UNKNOWN,ALERT
1788115070.485,33,0.217,0.217,0.217,0.003,0.033,6.4,160.1,-1.9,UNKNOWN,ALERT
1788115070.520,29,0.210,0.216,0.213,0.003,0.033,6.6,159.5,-2.0,UNKNOWN,ALERT
1788115070.552,31,0.209,0.213,0.211,0.002,0.027,6.6,159.9,-2.2,UNKNOWN,ALERT
1788115070.582,35,0.209,0.213,0.211,0.003,0.020,6.3,159.4,-2.0,UNKNOWN,ALERT
1788115070.616,27,0.215,0.215,0.215,0.003,0.020,6.2,159.4,-2.0,UNKNOWN,ALERT
1788115070.647,31,0.219,0.204,0.212,0.002,0.020,6.4,159.7,-2.8,UNKNOWN,ALERT
1788115070.677,32,0.216,0.207,0.211,0.003,0.020,6.9,158.7,-2.9,UNKNOWN,ALERT
1788115070.712,29,0.216,0.212,0.214,0.003,0.020,7.0,158.6,-2.7,UNKNOWN,ALERT
1788115070.745,30,0.222,0.218,0.220,0.003,0.020,7.5,157.5,-2.7,UNKNOWN,ALERT
1788115070.775,32,0.220,0.216,0.218,0.003,0.020,7.5,157.6,-2.3,UNKNOWN,ALERT
1788115070.824,20,0.222,0.215,0.219,0.002,0.020,7.7,158.2,-2.5,UNKNOWN,ALERT
1788115070.856,31,0.217,0.206,0.212,0.004,0.020,7.9,157.9,-2.8,UNKNOWN,ALERT
1788115070.887,30,0.221,0.207,0.214,0.005,0.020,7.4,158.4,-3.1,UNKNOWN,ALERT
1788115070.919,31,0.226,0.210,0.218,0.004,0.020,8.1,158.0,-3.2,UNKNOWN,ALERT
1788115070.952,30,0.223,0.212,0.217,0.005,0.020,8.2,157.3,-3.2,UNKNOWN,ALERT
1788115070.983,31,0.230,0.210,0.220,0.006,0.020,8.6,156.8,-2.9,UNKNOWN,ALERT
1788115071.016,31,0.227,0.210,0.218,0.005,0.020,8.1,156.8,-2.7,UNKNOWN,ALERT
1788115071.049,30,0.222,0.214,0.218,0.005,0.020,8.1,157.5,-2.4,UNKNOWN,ALERT
1788115071.079,32,0.225,0.218,0.222,0.005,0.020,7.9,156.7,-2.1,UNKNOWN,ALERT
1788115071.112,31,0.219,0.221,0.220,0.006,0.020,7.9,157.1,-2.2,UNKNOWN,ALERT
1788115071.143,31,0.204,0.209,0.206,0.004,0.020,6.9,158.2,-2.1,UNKNOWN,ALERT
1788115071.191,20,0.195,0.210,0.203,0.004,0.020,5.8,159.1,-1.9,UNKNOWN,ALERT
1788115071.223,31,0.193,0.222,0.207,0.004,0.020,3.2,160.4,-2.7,UNKNOWN,ALERT
1788115071.255,30,0.187,0.232,0.209,0.004,0.020,-0.1,162.7,-4.1,UNKNOWN,ALERT
1788115071.287,31,0.195,0.241,0.218,0.003,0.020,-3.7,163.9,-5.3,UNKNOWN,ALERT
1788115071.320,29,0.205,0.237,0.221,0.003,0.020,-10.1,168.0,-5.9,UNKNOWN,ALERT
1788115071.352,32,0.217,0.250,0.233,0.002,0.020,-33.0,174.8,174.4,UNKNOWN,DISTRACTED
1788115071.384,30,0.219,0.290,0.254,0.003,0.020,-37.2,174.0,174.1,UNKNOWN,DISTRACTED
1788115071.415,32,0.213,0.319,0.266,0.007,0.020,-41.0,170.0,171.8,UNKNOWN,DISTRACTED
1788115071.447,30,0.216,0.348,0.282,0.010,0.020,-24.7,166.1,-9.5,UNKNOWN,ALERT
1788115071.480,31,0.222,0.366,0.294,0.012,0.020,-49.2,168.1,170.1,UNKNOWN,DISTRACTED
1788115071.511,32,0.217,0.373,0.295,0.010,0.020,-71.5,141.3,76.8,UNKNOWN,DISTRACTED
1788115071.558,21,0.233,0.456,0.344,0.011,0.020,12.2,179.6,-145.1,UNKNOWN,ALERT
1788115071.591,30,0.224,0.465,0.344,0.017,0.020,-71.0,142.2,88.6,UNKNOWN,DISTRACTED
1788115071.625,29,0.186,0.463,0.325,0.011,0.020,-46.8,170.3,-162.1,UNKNOWN,DISTRACTED
1788115071.656,32,0.115,0.498,0.306,0.032,0.020,-46.4,148.2,162.9,UNKNOWN,DISTRACTED
1788115071.688,30,0.101,0.486,0.294,0.007,0.020,-37.0,159.8,113.4,UNKNOWN,DISTRACTED
1788115071.718,33,0.119,0.552,0.335,0.012,0.020,-61.3,163.8,165.2,UNKNOWN,DISTRACTED
1788115071.753,28,0.113,0.610,0.362,0.037,0.020,5.9,148.8,120.9,UNKNOWN,ALERT
1788115071.783,32,0.101,0.633,0.367,0.016,0.020,-64.6,163.2,164.3,UNKNOWN,DISTRACTED
1788115071.815,32,0.131,0.686,0.409,0.019,0.020,-52.0,148.3,159.6,UNKNOWN,DISTRACTED
1788115071.847,30,0.119,0.696,0.407,0.022,0.020,61.7,70.0,-149.9,UNKNOWN,DISTRACTED
1788115071.895,20,0.119,0.593,0.356,0.010,0.020,-62.9,163.3,164.8,UNKNOWN,DISTRACTED
1788115071.928,31,0.125,0.679,0.402,0.018,0.020,6.0,121.7,179.5,UNKNOWN,ALERT
1788115071.960,29,0.134,0.634,0.384,0.016,0.020,-59.2,163.4,164.3,UNKNOWN,DISTRACTED
1788115071.994,30,0.123,0.684,0.403,0.031,0.020,51.1,15.5,-58.8,UNKNOWN,DISTRACTED
1788115072.026,30,0.141,0.744,0.442,0.037,0.020,-39.1,157.0,167.3,UNKNOWN,DISTRACTED
1788115072.056,33,0.141,0.683,0.412,0.017,0.020,-3.4,165.4,169.5,UNKNOWN,ALERT
1788115072.087,33,0.147,0.623,0.385,0.007,0.020,-22.5,10.4,-104.8,UNKNOWN,ALERT
1788115072.120,30,0.127,0.587,0.357,0.026,0.020,-57.8,161.8,164.4,UNKNOWN,DISTRACTED
1788115072.151,32,0.149,0.721,0.435,0.020,0.020,-51.5,152.6,163.5,UNKNOWN,DISTRACTED
1788115072.183,30,0.140,0.661,0.401,0.021,0.020,-44.1,171.9,148.3,UNKNOWN,DISTRACTED
1788115072.215,32,0.137,0.660,0.399,0.015,0.020,7.2,113.7,-68.2,UNKNOWN,ALERT
1788115072.265,19,0.121,0.571,0.346,0.019,0.020,-18.6,153.5,169.0,UNKNOWN,ALERT
1788115072.295,33,0.143,0.644,0.393,0.024,0.020,3.9,148.1,151.3,UNKNOWN,ALERT
1788115072.327,30,0.191,0.777,0.484,0.016,0.020,41.7,178.8,-173.5,UNKNOWN,DISTRACTED
1788115072.361,29,0.219,0.830,0.524,0.016,0.020,26.1,165.5,-175.3,UNKNOWN,ALERT
1788115072.392,33,0.238,0.795,0.516,0.020,0.013,40.7,167.8,-179.7,UNKNOWN,DISTRACTED
